exercise,sets,reps,weight,date,rpe,rir,logged_at,actual_next_weight
Lateral Raise (Dumbbells),3,15,30.0,2018-02-09,,,2018-02-09T10:26:42,30.0
Low Incline Dumbbell Bench,1,12,180.0,2018-02-09,,,2018-02-09T10:26:42,190.0
Deadlift - Trap Bar,2,6,225.0,2018-02-10,,,2018-02-10T16:41:38,275.0
Leg press (hinge ),2,8,590.0,2018-02-10,,,2018-02-10T16:41:38,610.0
Squat (Barbell),3,5,350.0,2018-02-10,,,2018-02-10T16:41:38,405.0
high bar squat,2,7,155.0,2018-02-10,,,2018-02-10T16:41:38,195.0
Bent Over Row (Dumbbell),3,10,180.0,2018-02-11,,,2018-02-11T13:23:29,210.0
Chin Up,2,8,55.0,2018-02-11,,,2018-02-11T13:23:29,20.0
Face pull,3,12,60.0,2018-02-11,,,2018-02-11T13:23:29,60.0
Hammer Row - Wide Grip,1,13,150.0,2018-02-11,,,2018-02-11T13:23:29,230.0
Hammer seated row (CLOSE GRIP),1,10,150.0,2018-02-11,,,2018-02-11T13:23:29,200.0
Lat Pulldown,2,10,150.0,2018-02-11,,,2018-02-11T13:23:29,170.0
Neutral Chin,1,8,0.0,2018-02-11,,,2018-02-11T13:23:29,0.0
curl ez bar,2,15,70.0,2018-02-11,,,2018-02-11T13:23:29,70.0
Bench Press (Barbell),1,5,295.0,2018-02-13,,,2018-02-13T08:34:58,280.0
Seated Shoulder  Press (Barbell),3,8,230.0,2018-02-13,,,2018-02-13T08:34:58,230.0
Seated Shoulder Press (Dumbbell),2,10,55.0,2018-02-13,,,2018-02-13T08:34:58,120.0
close grip Bench,2,7,240.0,2018-02-13,,,2018-02-13T08:34:58,195.0
Leg press (hinge ),3,10,610.0,2018-02-14,,,2018-02-14T16:09:57,610.0
Romanian Deadlift (Barbell),3,8,145.0,2018-02-14,,,2018-02-14T16:09:57,150.0
Squat (Barbell),2,3,405.0,2018-02-14,,,2018-02-14T16:09:57,365.0
high bar squat,1,12,195.0,2018-02-14,,,2018-02-14T16:09:57,205.0
Bent Over Row (Dumbbell),2,8,210.0,2018-02-16,,,2018-02-16T18:45:34,220.0
Chin Up,2,12,20.0,2018-02-16,,,2018-02-16T18:45:34,80.0
Deadlift (Barbell),2,2,225.0,2018-02-16,,,2018-02-16T18:45:34,235.0
Face pull,2,18,60.0,2018-02-16,,,2018-02-16T18:45:34,60.0
Hammer Row - Wide Grip,2,12,230.0,2018-02-16,,,2018-02-16T18:45:34,200.0
Hammer lat pulldown,3,12,180.0,2018-02-16,,,2018-02-16T18:45:34,160.0
curl ez bar,2,13,70.0,2018-02-16,,,2018-02-16T18:45:34,80.0
Incline Bench Press (Barbell),3,5,270.0,2018-02-17,,,2018-02-17T15:51:37,275.0
Incline Press (Dumbbell),2,10,190.0,2018-02-17,,,2018-02-17T15:51:37,170.0
Lateral Raise (Dumbbells),3,15,30.0,2018-02-17,,,2018-02-17T15:51:37,30.0
Low Incline Dumbbell Bench,1,11,190.0,2018-02-17,,,2018-02-17T15:51:37,180.0
close grip Bench,2,10,195.0,2018-02-17,,,2018-02-17T15:51:37,235.0
Leg press (hinge ),2,10,610.0,2018-02-18,,,2018-02-18T16:47:10,610.0
Romanian Deadlift (Barbell),2,8,150.0,2018-02-18,,,2018-02-18T16:47:10,155.0
Squat (Barbell),3,5,365.0,2018-02-18,,,2018-02-18T16:47:10,415.0
high bar squat,2,10,205.0,2018-02-18,,,2018-02-18T16:47:10,230.0
kettlebell Swings,1,10,63.0,2018-02-18,,,2018-02-18T16:47:10,72.0
Bent Over Row (Dumbbell),3,10,220.0,2018-02-20,,,2018-02-20T18:28:50,180.0
Chin Up,3,3,80.0,2018-02-20,,,2018-02-20T18:28:50,22.5
Curl Dumbbell,3,12,40.0,2018-02-20,,,2018-02-20T18:28:50,40.0
Deadlift (Barbell),3,3,235.0,2018-02-20,,,2018-02-20T18:28:50,430.0
Hammer Row - Wide Grip,2,14,200.0,2018-02-20,,,2018-02-20T18:28:50,210.0
Hammer seated row (CLOSE GRIP),2,12,200.0,2018-02-20,,,2018-02-20T18:28:50,200.0
Lat Pulldown,1,8,170.0,2018-02-20,,,2018-02-20T18:28:50,150.0
Bench Press (Barbell),3,6,280.0,2018-02-21,,,2018-02-21T19:57:21,275.0
Seated Shoulder  Press (Barbell),2,8,230.0,2018-02-21,,,2018-02-21T19:57:21,165.0
Leg outward fly,2,15,120.0,2018-02-22,,,2018-02-22T21:00:54,120.0
Leg press (hinge ),2,10,610.0,2018-02-22,,,2018-02-22T21:00:54,360.0
Romanian Deadlift (Barbell),2,8,155.0,2018-02-22,,,2018-02-22T21:00:54,145.0
Squat (Barbell),2,3,415.0,2018-02-22,,,2018-02-22T21:00:54,325.0
high bar squat,1,8,230.0,2018-02-22,,,2018-02-22T21:00:54,195.0
Bent Over Row (Dumbbell),3,11,180.0,2018-02-24,,,2018-02-24T20:32:01,170.0
Chin Up,2,12,22.5,2018-02-24,,,2018-02-24T20:32:01,50.0
Curl Dumbbell,2,12,40.0,2018-02-24,,,2018-02-24T20:32:01,50.0
Deadlift (Barbell),1,3,430.0,2018-02-24,,,2018-02-24T20:32:01,415.0
Face pull,2,12,60.0,2018-02-24,,,2018-02-24T20:32:01,70.0
Hammer Row - Wide Grip,1,13,210.0,2018-02-24,,,2018-02-24T20:32:01,230.0
kettlebell Swings,1,8,72.0,2018-02-24,,,2018-02-24T20:32:01,52.0
Incline Bench Press (Barbell),3,5,275.0,2018-02-25,,,2018-02-25T14:09:05,225.0
Weighted dips,3,10,70.0,2018-02-25,,,2018-02-25T14:09:05,0.0
Bent Over Row (Dumbbell),2,10,170.0,2018-02-28,,,2018-02-28T17:46:53,150.0
Chin Up,3,9,50.0,2018-02-28,,,2018-02-28T17:46:53,20.0
Lat Pulldown,1,10,150.0,2018-02-28,,,2018-02-28T17:46:53,130.0
T-bar Row,4,10,125.0,2018-02-28,,,2018-02-28T17:46:53,122.5
Bench Press (Barbell),3,5,275.0,2018-03-01,,,2018-03-01T18:57:21,265.0
Bent Over Row (Dumbbell),2,12,150.0,2018-03-06,,,2018-03-06T18:33:21,110.0
Chin Up,4,11,20.0,2018-03-06,,,2018-03-06T18:33:21,30.0
Deadlift (Barbell),2,3,415.0,2018-03-06,,,2018-03-06T18:33:21,405.0
Neutral Chin,2,9,0.0,2018-03-06,,,2018-03-06T18:33:21,0.0
Seated Cable Row (close Grip),3,12,140.0,2018-03-06,,,2018-03-06T18:33:21,150.0
Incline Bench Press (Barbell),4,6,225.0,2018-03-07,,,2018-03-07T20:09:46,240.0
Seated Shoulder  Press (Barbell),3,10,165.0,2018-03-07,,,2018-03-07T20:09:46,225.0
Weighted dips,3,12,0.0,2018-03-07,,,2018-03-07T20:09:46,0.0
Chin Up,2,9,30.0,2018-03-11,,,2018-03-11T16:15:08,50.0
Hammer Row - Wide Grip,1,8,230.0,2018-03-11,,,2018-03-11T16:15:08,220.0
Hammer seated row (CLOSE GRIP),3,10,200.0,2018-03-11,,,2018-03-11T16:15:08,220.0
Neutral Chin,3,10,0.0,2018-03-11,,,2018-03-11T16:15:08,25.0
Bench Press (Barbell),3,5,265.0,2018-03-12,,,2018-03-12T20:08:29,275.0
Seated Shoulder  Press (Barbell),4,8,225.0,2018-03-12,,,2018-03-12T20:08:29,230.0
Leg press (hinge ),4,10,360.0,2018-03-13,,,2018-03-13T18:44:13,550.0
Romanian Deadlift (Barbell),2,8,145.0,2018-03-13,,,2018-03-13T18:44:13,150.0
Squat (Barbell),3,5,325.0,2018-03-13,,,2018-03-13T18:44:13,295.0
Chin Up,3,8,50.0,2018-03-15,,,2018-03-15T21:24:06,22.5
Incline Bench Press (Barbell),2,8,240.0,2018-03-16,,,2018-03-16T21:26:27,245.0
Incline Press (Dumbbell),1,11,170.0,2018-03-16,,,2018-03-16T21:26:27,150.0
Low Incline Dumbbell Bench,1,11,180.0,2018-03-16,,,2018-03-16T21:26:27,180.0
Weighted dips,2,12,0.0,2018-03-16,,,2018-03-16T21:26:27,0.0
Leg press (hinge ),1,11,550.0,2018-03-17,,,2018-03-17T21:28:32,570.0
Squat (Barbell),2,6,295.0,2018-03-17,,,2018-03-17T21:28:32,185.0
Bent Over Row (Dumbbell),3,10,110.0,2018-03-19,,,2018-03-19T19:27:35,230.0
Chin Up,3,10,22.5,2018-03-19,,,2018-03-19T19:27:35,55.0
Deadlift (Barbell),2,3,405.0,2018-03-19,,,2018-03-19T19:27:35,315.0
Hammer Row - Wide Grip,1,12,220.0,2018-03-19,,,2018-03-19T19:27:35,220.0
Hammer seated row (CLOSE GRIP),2,10,220.0,2018-03-19,,,2018-03-19T19:27:35,235.0
Lat Pulldown,2,10,130.0,2018-03-19,,,2018-03-19T19:27:35,110.0
Bench Press (Barbell),2,7,275.0,2018-03-20,,,2018-03-20T07:27:13,285.0
Seated Shoulder  Press (Barbell),4,7,230.0,2018-03-20,,,2018-03-20T07:27:13,235.0
Tricep pushdown,2,12,60.0,2018-03-20,,,2018-03-20T07:27:13,90.0
Hack Squat,1,10,200.0,2018-03-21,,,2018-03-21T20:53:59,200.0
Squat (Barbell),3,8,185.0,2018-03-21,,,2018-03-21T20:53:59,320.0
kettlebell Swings,3,12,52.0,2018-03-21,,,2018-03-21T20:53:59,61.0
Bent Over Row (Dumbbell),2,11,230.0,2018-03-23,,,2018-03-23T19:00:33,170.0
Bicep Curl (Barbell),3,15,40.0,2018-03-23,,,2018-03-23T19:00:33,60.0
Chin Up,2,8,55.0,2018-03-23,,,2018-03-23T19:00:33,25.0
Seated Cable Row (close Grip),2,12,150.0,2018-03-23,,,2018-03-23T19:00:33,170.0
T-bar Row,2,10,122.5,2018-03-23,,,2018-03-23T19:00:33,125.0
Incline Bench Press (Barbell),3,8,245.0,2018-03-24,,,2018-03-24T15:52:46,245.0
Incline Press (Dumbbell),2,12,150.0,2018-03-24,,,2018-03-24T15:52:46,180.0
Lateral Raise (Dumbbells),2,15,30.0,2018-03-24,,,2018-03-24T15:52:46,40.0
Tricep pushdown,1,12,90.0,2018-03-24,,,2018-03-24T15:52:46,90.0
Leg outward fly,1,12,120.0,2018-03-25,,,2018-03-25T19:07:14,120.0
Leg press (hinge ),2,10,570.0,2018-03-25,,,2018-03-25T19:07:14,540.0
Romanian Deadlift (Barbell),2,8,150.0,2018-03-25,,,2018-03-25T19:07:14,135.0
Squat (Barbell),3,5,320.0,2018-03-25,,,2018-03-25T19:07:14,355.0
high bar squat,2,9,195.0,2018-03-25,,,2018-03-25T19:07:14,200.0
Bent Over Row (Dumbbell),3,12,170.0,2018-03-27,,,2018-03-27T20:18:33,100.0
Bicep Curl (Barbell),3,13,60.0,2018-03-27,,,2018-03-27T20:18:33,70.0
Chin Up,3,10,25.0,2018-03-27,,,2018-03-27T20:18:33,20.0
Deadlift (Barbell),2,4,315.0,2018-03-27,,,2018-03-27T20:18:33,335.0
Face pull,1,13,70.0,2018-03-27,,,2018-03-27T20:18:33,60.0
Hammer Row - Wide Grip,1,12,220.0,2018-03-27,,,2018-03-27T20:18:33,230.0
Hammer lat pulldown,1,12,160.0,2018-03-27,,,2018-03-27T20:18:33,205.0
Hammer seated row (CLOSE GRIP),1,12,235.0,2018-03-27,,,2018-03-27T20:18:33,230.0
Bench Press (Barbell),2,5,285.0,2018-03-28,,,2018-03-28T19:20:22,285.0
Cable Fly,2,12,46.0,2018-03-28,,,2018-03-28T19:20:22,60.0
Lateral Raise (Dumbbells),3,15,40.0,2018-03-28,,,2018-03-28T19:20:22,50.0
Seated Shoulder  Press (Barbell),2,6,235.0,2018-03-28,,,2018-03-28T19:20:22,235.0
Tricep pushdown,2,15,90.0,2018-03-28,,,2018-03-28T19:20:22,80.0
Hack Squat,2,10,200.0,2018-03-30,,,2018-03-30T09:32:45,230.0
Leg outward fly,2,14,120.0,2018-03-30,,,2018-03-30T09:32:45,130.0
Romanian Deadlift (Barbell),1,12,135.0,2018-03-30,,,2018-03-30T09:32:45,155.0
Squat (Barbell),2,4,355.0,2018-03-30,,,2018-03-30T09:32:45,365.0
high bar squat,2,8,200.0,2018-03-30,,,2018-03-30T09:32:45,225.0
Bent Over Row (Dumbbell),3,11,100.0,2018-03-31,,,2018-03-31T09:33:05,105.0
Chin Up,2,10,20.0,2018-03-31,,,2018-03-31T09:33:05,75.0
Curl Dumbbell,1,12,50.0,2018-03-31,,,2018-03-31T09:33:05,50.0
Face pull,2,12,60.0,2018-03-31,,,2018-03-31T09:33:05,80.0
Hammer Curl (Dumbbell ),1,12,50.0,2018-03-31,,,2018-03-31T09:33:05,50.0
Neutral Chin,2,10,25.0,2018-03-31,,,2018-03-31T09:33:05,10.0
Incline Bench Press (Barbell),2,8,245.0,2018-04-02,,,2018-04-02T19:57:43,250.0
Weighted dips,2,12,0.0,2018-04-02,,,2018-04-02T19:57:43,0.0
Leg press (hinge ),2,10,540.0,2018-04-04,,,2018-04-04T19:55:42,580.0
Squat (Barbell),1,3,365.0,2018-04-04,,,2018-04-04T19:55:42,350.0
high bar squat,2,6,225.0,2018-04-04,,,2018-04-04T19:55:42,230.0
Chin Up,3,6,75.0,2018-04-05,,,2018-04-05T18:23:43,30.0
Hammer seated row (CLOSE GRIP),3,10,230.0,2018-04-05,,,2018-04-05T18:23:43,240.0
T-bar Row,2,10,125.0,2018-04-05,,,2018-04-05T18:23:43,125.0
Bench Press (Barbell),3,6,285.0,2018-04-07,,,2018-04-07T15:25:55,290.0
Lateral Raise (Dumbbells),3,12,50.0,2018-04-07,,,2018-04-07T15:25:55,50.0
Seated Shoulder  Press (Barbell),3,8,235.0,2018-04-07,,,2018-04-07T15:25:55,240.0
Leg outward fly,4,13,130.0,2018-04-08,,,2018-04-08T21:09:07,140.0
Leg press (hinge ),2,10,580.0,2018-04-08,,,2018-04-08T21:09:07,580.0
Squat (Barbell),1,5,350.0,2018-04-08,,,2018-04-08T21:09:07,370.0
high bar squat,2,8,230.0,2018-04-08,,,2018-04-08T21:09:07,235.0
Bent Over Row (Dumbbell),6,10,105.0,2018-04-09,,,2018-04-09T19:45:00,220.0
Bicep Curl (Barbell),6,15,70.0,2018-04-09,,,2018-04-09T19:45:00,70.0
Chin Up,8,10,30.0,2018-04-09,,,2018-04-09T19:45:00,80.0
Face pull,5,18,80.0,2018-04-09,,,2018-04-09T19:45:00,90.0
Hammer High Row - 1 Arm,2,12,70.0,2018-04-09,,,2018-04-09T19:45:00,75.0
Hammer seated row (CLOSE GRIP),2,10,240.0,2018-04-09,,,2018-04-09T19:45:00,110.0
Incline Bench Press (Barbell),3,8,250.0,2018-04-11,,,2018-04-11T19:13:54,260.0
Incline Press (Dumbbell),1,12,180.0,2018-04-11,,,2018-04-11T19:13:54,190.0
Low Incline Dumbbell Bench,2,10,180.0,2018-04-11,,,2018-04-11T19:13:54,180.0
Leg curl,1,10,125.0,2018-04-12,,,2018-04-12T22:42:10,130.0
Leg outward fly,3,14,140.0,2018-04-12,,,2018-04-12T22:42:10,140.0
Leg press (hinge ),3,11,580.0,2018-04-12,,,2018-04-12T22:42:10,600.0
Squat (Barbell),3,5,370.0,2018-04-12,,,2018-04-12T22:42:10,365.0
high bar squat,3,8,235.0,2018-04-12,,,2018-04-12T22:42:10,240.0
Bent Over Row (Dumbbell),3,10,220.0,2018-04-13,,,2018-04-13T18:13:39,220.0
Chin Up,4,4,80.0,2018-04-13,,,2018-04-13T18:13:39,32.5
T-bar Row,2,8,125.0,2018-04-13,,,2018-04-13T18:13:39,95.0
Bench Press (Barbell),3,5,290.0,2018-04-15,,,2018-04-15T17:37:42,295.0
Lateral Raise (Dumbbells),2,12,50.0,2018-04-15,,,2018-04-15T17:37:42,40.0
Seated Shoulder  Press (Barbell),4,6,240.0,2018-04-15,,,2018-04-15T17:37:42,240.0
Tricep pushdown,3,12,80.0,2018-04-15,,,2018-04-15T17:37:42,80.0
Leg outward fly,3,15,140.0,2018-04-17,,,2018-04-17T20:11:36,140.0
Leg press (hinge ),3,10,600.0,2018-04-17,,,2018-04-17T20:11:36,610.0
Squat (Barbell),4,5,365.0,2018-04-17,,,2018-04-17T20:11:36,405.0
high bar squat,2,8,240.0,2018-04-17,,,2018-04-17T20:11:36,245.0
Incline Bench Press (Barbell),4,5,260.0,2018-04-18,,,2018-04-18T19:46:01,265.0
Lateral Raise (Dumbbells),3,12,40.0,2018-04-18,,,2018-04-18T19:46:01,40.0
Low Incline Dumbbell Bench,2,11,180.0,2018-04-18,,,2018-04-18T19:46:01,190.0
Seated Shoulder Press (Dumbbell),1,10,120.0,2018-04-18,,,2018-04-18T19:46:01,170.0
Bent Over Row (Dumbbell),3,10,220.0,2018-04-19,,,2018-04-19T19:18:40,200.0
Chin Up,4,10,32.5,2018-04-19,,,2018-04-19T19:18:40,80.0
Face pull,2,15,90.0,2018-04-19,,,2018-04-19T19:18:40,90.0
Hammer High Row - 1 Arm,3,13,75.0,2018-04-19,,,2018-04-19T19:18:40,80.0
T-bar Row,3,12,95.0,2018-04-19,,,2018-04-19T19:18:40,100.0
Leg outward fly,3,15,140.0,2018-04-21,,,2018-04-21T18:34:47,120.0
Leg press (hinge ),3,10,610.0,2018-04-21,,,2018-04-21T18:34:47,270.0
Squat (Barbell),1,3,405.0,2018-04-21,,,2018-04-21T18:34:47,365.0
high bar squat,4,6,245.0,2018-04-21,,,2018-04-21T18:34:47,235.0
Bench Press (Barbell),3,5,295.0,2018-04-22,,,2018-04-22T14:53:47,300.0
Lateral Raise (Dumbbells),3,15,40.0,2018-04-22,,,2018-04-22T14:53:47,50.0
Seated Shoulder  Press (Barbell),4,6,240.0,2018-04-22,,,2018-04-22T14:53:47,240.0
Tricep pushdown,2,15,80.0,2018-04-22,,,2018-04-22T14:53:47,80.0
Bent Over Row (Dumbbell),2,11,200.0,2018-04-23,,,2018-04-23T19:27:26,210.0
Chin Up,4,6,80.0,2018-04-23,,,2018-04-23T19:27:26,35.0
Hammer High Row - 1 Arm,2,13,80.0,2018-04-23,,,2018-04-23T19:27:26,90.0
T-bar Row,4,12,100.0,2018-04-23,,,2018-04-23T19:27:26,115.0
Leg press (hinge ),3,15,270.0,2018-04-25,,,2018-04-25T20:05:29,540.0
Squat (Barbell),3,5,365.0,2018-04-25,,,2018-04-25T20:05:29,335.0
Incline Bench Press (Barbell),3,5,265.0,2018-04-26,,,2018-04-26T19:49:59,270.0
Incline Press (Dumbbell),2,10,190.0,2018-04-26,,,2018-04-26T19:49:59,150.0
Lateral Raise (Dumbbells),2,12,50.0,2018-04-26,,,2018-04-26T19:49:59,50.0
Low Incline Dumbbell Bench,1,10,190.0,2018-04-26,,,2018-04-26T19:49:59,200.0
Tricep pushdown,1,15,80.0,2018-04-26,,,2018-04-26T19:49:59,80.0
Chin Up,4,10,35.0,2018-04-27,,,2018-04-27T18:58:27,85.0
T-bar Row,3,12,115.0,2018-04-27,,,2018-04-27T18:58:27,100.0
Bench Press (Barbell),2,5,300.0,2018-04-30,,,2018-04-30T20:03:47,305.0
Lateral Raise (Dumbbells),2,14,50.0,2018-04-30,,,2018-04-30T20:03:47,40.0
Seated Shoulder  Press (Barbell),3,6,240.0,2018-04-30,,,2018-04-30T20:03:47,245.0
Tricep pushdown,3,15,80.0,2018-04-30,,,2018-04-30T20:03:47,90.0
Weighted dips,1,12,0.0,2018-04-30,,,2018-04-30T20:03:47,0.0
Bent Over Row (Dumbbell),3,10,210.0,2018-05-01,,,2018-05-01T19:35:12,190.0
Chin Up,3,4,85.0,2018-05-01,,,2018-05-01T19:35:12,35.0
T-bar Row,2,10,100.0,2018-05-01,,,2018-05-01T19:35:12,115.0
Squat (Barbell),3,5,335.0,2018-05-03,,,2018-05-03T19:55:13,315.0
high bar squat,3,8,235.0,2018-05-03,,,2018-05-03T19:55:13,235.0
Incline Bench Press (Barbell),3,5,270.0,2018-05-04,,,2018-05-04T18:53:04,275.0
Incline Press (Dumbbell),1,12,150.0,2018-05-04,,,2018-05-04T18:53:04,140.0
Low Incline Dumbbell Bench,2,10,200.0,2018-05-04,,,2018-05-04T18:53:04,200.0
Tricep pushdown,3,12,90.0,2018-05-04,,,2018-05-04T18:53:04,130.0
Chin Up,4,10,35.0,2018-05-05,,,2018-05-05T18:08:15,90.0
Face pull,2,15,90.0,2018-05-05,,,2018-05-05T18:08:15,90.0
Hammer High Row - 1 Arm,2,12,90.0,2018-05-05,,,2018-05-05T18:08:15,200.0
Neutral Chin,1,8,10.0,2018-05-05,,,2018-05-05T18:08:15,25.0
Seated Cable Row (close Grip),4,12,170.0,2018-05-05,,,2018-05-05T18:08:15,135.0
Leg curl,3,10,130.0,2018-05-07,,,2018-05-07T20:09:19,135.0
Leg press (hinge ),3,10,540.0,2018-05-07,,,2018-05-07T20:09:19,550.0
Squat (Barbell),2,5,315.0,2018-05-07,,,2018-05-07T20:09:19,405.0
Bench Press (Barbell),3,5,305.0,2018-05-08,,,2018-05-08T19:33:35,275.0
Lateral Raise (Dumbbells),3,15,40.0,2018-05-08,,,2018-05-08T19:33:35,50.0
Seated Shoulder  Press (Barbell),3,5,245.0,2018-05-08,,,2018-05-08T19:33:35,245.0
Tricep pushdown,2,12,130.0,2018-05-08,,,2018-05-08T19:33:35,110.0
Chin Up,4,3,90.0,2018-05-09,,,2018-05-09T19:48:56,37.5
Face pull,3,15,90.0,2018-05-09,,,2018-05-09T19:48:56,70.0
Hammer seated row (CLOSE GRIP),1,12,110.0,2018-05-09,,,2018-05-09T19:48:56,230.0
T-bar Row,3,10,115.0,2018-05-09,,,2018-05-09T19:48:56,117.5
Leg curl,3,9,135.0,2018-05-11,,,2018-05-11T18:09:00,140.0
Leg outward fly,2,14,120.0,2018-05-11,,,2018-05-11T18:09:00,130.0
Leg press (hinge ),2,10,550.0,2018-05-11,,,2018-05-11T18:09:00,590.0
Squat (Barbell),1,3,405.0,2018-05-11,,,2018-05-11T18:09:00,340.0
Incline Bench Press (Barbell),3,5,275.0,2018-05-12,,,2018-05-12T14:13:47,275.0
Incline Press (Dumbbell),1,10,140.0,2018-05-12,,,2018-05-12T14:13:47,170.0
Lateral Raise (Dumbbells),3,12,50.0,2018-05-12,,,2018-05-12T14:13:47,50.0
Low Incline Dumbbell Bench,2,10,200.0,2018-05-12,,,2018-05-12T14:13:47,200.0
Tricep pushdown,1,15,110.0,2018-05-12,,,2018-05-12T14:13:47,130.0
Bent Over Row (Dumbbell),3,10,190.0,2018-05-13,,,2018-05-13T14:34:31,220.0
Chin Up,2,10,37.5,2018-05-13,,,2018-05-13T14:34:31,90.0
Face pull,3,15,70.0,2018-05-13,,,2018-05-13T14:34:31,70.0
Neutral Chin,2,10,25.0,2018-05-13,,,2018-05-13T14:34:31,0.0
Seated Cable Row (close Grip),2,12,135.0,2018-05-13,,,2018-05-13T14:34:31,130.0
Leg curl,3,10,140.0,2018-05-15,,,2018-05-15T19:54:18,140.0
Leg press (hinge ),2,10,590.0,2018-05-15,,,2018-05-15T19:54:18,600.0
Squat (Barbell),4,5,340.0,2018-05-15,,,2018-05-15T19:54:18,315.0
Bench Press (Barbell),3,5,275.0,2018-05-16,,,2018-05-16T08:49:31,285.0
Seated Shoulder  Press (Barbell),3,5,245.0,2018-05-16,,,2018-05-16T08:49:31,230.0
Tricep pushdown,2,12,130.0,2018-05-16,,,2018-05-16T08:49:31,130.0
Chin Up,3,4,90.0,2018-05-17,,,2018-05-17T14:49:43,40.0
Hammer High Row - 1 Arm,1,10,200.0,2018-05-17,,,2018-05-17T14:49:43,185.0
Hammer Row - Wide Grip,3,10,230.0,2018-05-17,,,2018-05-17T14:49:43,190.0
Hammer seated row (CLOSE GRIP),1,10,230.0,2018-05-17,,,2018-05-17T14:49:43,190.0
Neutral Chin,2,10,0.0,2018-05-17,,,2018-05-17T14:49:43,26.5
Leg curl,2,10,140.0,2018-05-19,,,2018-05-19T14:50:13,135.0
Leg outward fly,4,15,130.0,2018-05-19,,,2018-05-19T14:50:13,130.0
Leg press (hinge ),3,10,600.0,2018-05-19,,,2018-05-19T14:50:13,630.0
Squat (Barbell),2,6,315.0,2018-05-19,,,2018-05-19T14:50:13,345.0
Incline Bench Press (Barbell),4,5,275.0,2018-05-20,,,2018-05-20T10:03:19,275.0
Incline Press (Dumbbell),2,10,170.0,2018-05-20,,,2018-05-20T10:03:19,180.0
Lateral Raise (Dumbbells),3,12,50.0,2018-05-20,,,2018-05-20T10:03:19,50.0
Tricep pushdown,1,10,130.0,2018-05-20,,,2018-05-20T10:03:19,140.0
Bent Over Row (Dumbbell),3,10,220.0,2018-05-21,,,2018-05-21T18:57:18,220.0
Chin Up,4,10,40.0,2018-05-21,,,2018-05-21T18:57:18,60.0
Face pull,5,12,70.0,2018-05-21,,,2018-05-21T18:57:18,90.0
Lat Pulldown,2,12,110.0,2018-05-21,,,2018-05-21T18:57:18,175.0
T-bar Row,2,11,117.5,2018-05-21,,,2018-05-21T18:57:18,120.0
Squat (Barbell),3,5,345.0,2018-05-23,,,2018-05-23T19:57:24,350.0
Bench Press (Barbell),3,6,285.0,2018-05-24,,,2018-05-24T18:00:30,290.0
Seated Shoulder  Press (Barbell),2,8,230.0,2018-05-24,,,2018-05-24T18:00:30,245.0
Weighted dips,2,10,0.0,2018-05-24,,,2018-05-24T18:00:30,115.0
Chin Up,4,8,60.0,2018-05-26,,,2018-05-26T17:40:31,0.0
Face pull,2,15,90.0,2018-05-26,,,2018-05-26T17:40:31,80.0
Lat Pulldown,1,8,175.0,2018-05-26,,,2018-05-26T17:40:31,140.0
T-bar Row,3,9,120.0,2018-05-26,,,2018-05-26T17:40:31,125.0
Deadlift - Trap Bar,2,6,275.0,2018-05-27,,,2018-05-27T14:22:21,365.0
Romanian Deadlift (Barbell),1,8,155.0,2018-05-27,,,2018-05-27T14:22:21,165.0
Squat (Barbell),3,5,350.0,2018-05-27,,,2018-05-27T14:22:21,355.0
Incline Bench Press (Barbell),3,5,275.0,2018-05-28,,,2018-05-28T12:04:29,280.0
Incline Press (Dumbbell),2,10,180.0,2018-05-28,,,2018-05-28T12:04:29,200.0
Lateral Raise (Dumbbells),3,12,50.0,2018-05-28,,,2018-05-28T12:04:29,50.0
Bent Over Row (Dumbbell),2,8,220.0,2018-05-30,,,2018-05-30T20:20:21,200.0
Chin Up,6,12,0.0,2018-05-30,,,2018-05-30T20:20:21,62.5
Face pull,2,12,80.0,2018-05-30,,,2018-05-30T20:20:21,80.0
Hammer seated row (CLOSE GRIP),3,12,190.0,2018-05-30,,,2018-05-30T20:20:21,200.0
Romanian Deadlift (Barbell),2,6,165.0,2018-05-31,,,2018-05-31T19:56:01,185.0
Squat (Barbell),3,5,355.0,2018-05-31,,,2018-05-31T19:56:01,365.0
Bench Press (Barbell),3,6,290.0,2018-06-01,,,2018-06-01T15:35:08,295.0
Lateral Raise (Dumbbells),1,16,50.0,2018-06-01,,,2018-06-01T15:35:08,50.0
Seated Shoulder  Press (Barbell),3,5,245.0,2018-06-01,,,2018-06-01T15:35:08,235.0
Chin Up,5,8,62.5,2018-06-03,,,2018-06-03T11:48:55,25.0
Face pull,4,14,80.0,2018-06-03,,,2018-06-03T11:48:55,70.0
T-bar Row,3,8,125.0,2018-06-03,,,2018-06-03T11:48:55,115.0
Leg press (hinge ),2,9,630.0,2018-06-05,,,2018-06-05T20:43:01,450.0
Romanian Deadlift (Barbell),2,6,185.0,2018-06-05,,,2018-06-05T20:43:01,135.0
Squat (Barbell),3,5,365.0,2018-06-05,,,2018-06-05T20:43:01,385.0
Incline Bench Press (Barbell),2,4,280.0,2018-06-06,,,2018-06-06T19:03:23,245.0
Incline Press (Dumbbell),2,8,200.0,2018-06-06,,,2018-06-06T19:03:23,160.0
Lateral Raise (Dumbbells),3,12,50.0,2018-06-06,,,2018-06-06T19:03:23,50.0
